ID,model_modelCode,region_regionCode,orderType,submission_ID,inputNSP,exShowroomInput,actualNSP,helmet,transportation,dealerCost,otherExpenses,dealerMargin,helmetMargin,totalDealerMargin,ndp,basicPrice,gstAmount,exShowroomPrice,rtoPercent,rtoAmount,rtoWithBill,insuranceRate,insuranceAmount,tpaPa,insuranceGst,totalInsurance,onRoadPrice,referenceMTSModel_modelCode,mtsExShowroom,mtsOnRoad,miyExShowroomTotal,miyOnRoadTotal,expectedExShowroom,expectedOnRoad,incrementDealer,lowestMtsExShowroom,gemDiscountPercent,gemDiscountAmount,gemSubTotal,gemBasic,gemGstAmount,finalGemPrice,csdNsp,csdBasicExclHelmet,csdDiscountPercent,csdDiscountAmount,csdPreTaxNet,csdGstPercent,csdGstAmount,csdExShowroom,incidentalPercent,incidentalCharges,finalCsdPrice,csdOnRoad,status
10000000-0000-0000-0000-000000000001,RE-HUNTER350,TN01,MTS,20000000-0000-0000-0000-000000000001,150000.00,0.00,150000.00,1200.00,1800.00,153000.00,300.00,15300.00,150.00,15450.00,168300.00,168750.00,33750.00,202500.00,0.0800,16200.00,500.00,0.0350,7087.50,650.00,1239.06,8976.56,228176.56,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MTS
10000000-0000-0000-0000-000000000002,RE-CLASSIC350,KA02,MTS,20000000-0000-0000-0000-000000000002,180000.00,0.00,180000.00,1250.00,1900.00,183150.00,520.00,18315.00,150.00,18465.00,201465.00,202135.00,40427.00,242562.00,0.1000,24256.20,700.00,0.0350,8490.00,650.00,1467.80,10607.80,267426.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MTS
10000000-0000-0000-0000-000000000003,RE-BULLET350,KL03,MTS,20000000-0000-0000-0000-000000000003,175000.00,0.00,175000.00,1300.00,2000.00,178300.00,550.00,17830.00,160.00,17990.00,196130.00,196840.00,39368.00,236208.00,0.0900,21258.72,650.00,0.0375,8857.80,680.00,1477.42,11015.22,268481.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MTS
10000000-0000-0000-0000-000000000004,RE-METEOR350,AP04,MTS,20000000-0000-0000-0000-000000000004,190000.00,0.00,190000.00,1200.00,1750.00,192950.00,500.00,19295.00,140.00,19435.00,212245.00,212885.00,42577.00,255462.00,0.0800,20436.96,600.00,0.0350,8941.17,650.00,1528.70,11119.87,287618.83,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MTS
10000000-0000-0000-0000-000000000005,RE-GUERRILLA450,TS05,MTS,20000000-0000-0000-0000-000000000005,220000.00,0.00,220000.00,1200.00,1800.00,223000.00,510.00,22300.00,150.00,22450.00,245300.00,245810.00,49162.00,294972.00,0.0800,23597.76,750.00,0.0350,10324.02,650.00,1855.59,12829.61,332149.37,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MTS
10000000-0000-0000-0000-000000000006,RE-HUNTER350,TN01,MTO,20000000-0000-0000-0000-000000000006,150000.00,202500.00,151500.00,1200.00,1800.00,154500.00,3500.00,14500.00,150.00,14650.00,169950.00,187950.00,37590.00,225540.00,0.0800,18043.20,500.00,0.0350,7893.90,650.00,1490.04,10033.94,264117.14,RE-HUNTER350,202500.00,228176.56,9000.00,5000.00,225540.00,264000.00,1500.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000007,RE-CLASSIC350,KA02,MTO,20000000-0000-0000-0000-000000000007,180000.00,242562.00,181500.00,1250.00,1900.00,184650.00,4200.00,16000.00,150.00,16150.00,203115.00,208465.00,41693.00,250158.00,0.1000,25015.80,700.00,0.0350,8755.53,650.00,1470.44,10875.97,286749.77,RE-CLASSIC350,242562.00,267426.00,11000.00,7000.00,250158.00,286000.00,1500.00,195000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000008,RE-GUERRILLA450,TN01,EV,20000000-0000-0000-0000-000000000008,0.00,294972.00,0.00,1200.00,1800.00,3000.00,300.00,15000.00,150.00,15150.00,3300.00,18450.00,3690.00,22140.00,0.0500,1107.00,300.00,0.0300,664.20,500.00,34.93,1199.13,24746.13,RE-GUERRILLA450,294972.00,332149.37,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000009,RE-HIMALAYAN450,KL03,EV,20000000-0000-0000-0000-000000000009,0.00,310000.00,0.00,1300.00,2000.00,3300.00,350.00,16000.00,160.00,16160.00,3630.00,19810.00,3962.00,23772.00,0.0500,1188.60,350.00,0.0325,772.59,520.00,42.51,1335.10,25457.10,RE-HIMALAYAN450,310000.00,350000.00,0.00,0.00,0.00,0.00,0.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
10000000-0000-0000-0000-000000000010,RE-HUNTER350,TN01,GeM,20000000-0000-0000-0000-000000000010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,RE-HUNTER350,202500.00,228176.56,0.00,0.00,0.00,0.00,0.00,190000.00,0.1200,22800.00,167200.00,167200.00,0.00,167200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,APPROVED
